diagnostic_code,valid_for_coding,category,sub_category,description,record_creation
S13.6,Y,S00-T98,S10-S19,Sprain and strain of joints and ligaments of other and unspecified parts of neck,2014-11-19 17:21:23.996408
S14.5,Y,S00-T98,S10-S19,Injury of cervical sympathetic nerves,2014-11-19 17:21:23.996408
S15.3,Y,S00-T98,S10-S19,Injury of internal jugular vein,2014-11-19 17:21:23.996408
S15.9,Y,S00-T98,S10-S19,Injury of unspecified blood vessel at neck level,2014-11-19 17:21:23.996408
S19.,N,S00-T98,S10-S19,Other and unspecified injuries of neck,2014-11-19 17:21:23.996408
S20.0,Y,S00-T98,S20-S29,Contusion of breast,2014-11-19 17:21:23.996408
S20.3,Y,S00-T98,S20-S29,Other superficial injuries of front wall of thorax,2014-11-19 17:21:23.996408
S21.2,Y,S00-T98,S20-S29,Open wound of back wall of thorax,2014-11-19 17:21:23.996408
S22.,N,S00-T98,S20-S29,"Fracture of rib(s), sternum and thoracic spine",2014-11-19 17:21:23.996408
S22.8,Y,S00-T98,S20-S29,Fracture of other parts of bony thorax,2014-11-19 17:21:23.996408
S23.0,Y,S00-T98,S20-S29,Traumatic rupture of thoracic intervertebral disc,2014-11-19 17:21:23.996408
S24.,N,S00-T98,S20-S29,Injury of nerves and spinal cord at thorax level,2014-11-19 17:21:23.996408
S24.5,Y,S00-T98,S20-S29,Injury of other nerves of thorax,2014-11-19 17:21:23.996408
S25.3,Y,S00-T98,S20-S29,Injury of innominate or subclavian vein,2014-11-19 17:21:23.996408
S25.8,Y,S00-T98,S20-S29,Injury of other blood vessels of thorax,2014-11-19 17:21:23.996408
S26.9,Y,S00-T98,S20-S29,"Injury of heart, unspecified",2014-11-19 17:21:23.996408
S27.1,Y,S00-T98,S20-S29,Traumatic haemothorax,2014-11-19 17:21:23.996408
S27.5,Y,S00-T98,S20-S29,Injury of thoracic trachea,2014-11-19 17:21:23.996408
S27.9,Y,S00-T98,S20-S29,Injury of unspecified intrathoracic organ,2014-11-19 17:21:23.996408
S29.0,Y,S00-T98,S20-S29,Injury of muscle and tendon at thorax level,2014-11-19 17:21:23.996408
S30.1,Y,S00-T98,S30-S39,Contusion of abdominal wall,2014-11-19 17:21:23.996408
S30.8,Y,S00-T98,S30-S39,"Other superficial injuries of abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
S31.5,Y,S00-T98,S30-S39,Open wound of other and unspecified external genital organs,2014-11-19 17:21:23.996408
S32.3,Y,S00-T98,S30-S39,Fracture of ilium,2014-11-19 17:21:23.996408
S32.7,Y,S00-T98,S30-S39,Multiple fractures of lumbar spine and pelvis,2014-11-19 17:21:23.996408
S33.2,Y,S00-T98,S30-S39,Dislocation of sacroiliac and sacrococcygeal joint,2014-11-19 17:21:23.996408
S33.7,Y,S00-T98,S30-S39,Sprain and strain of other and unspecified parts of lumbar spine and pelvis,2014-11-19 17:21:23.996408
S34.6,Y,S00-T98,S30-S39,"Injury of peripheral nerve(s) of abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
S35.4,Y,S00-T98,S30-S39,Injury of renal blood vessels,2014-11-19 17:21:23.996408
S35.7,Y,S00-T98,S30-S39,"Injury of multiple blood vessels at abdomen, lower back and pelvis level",2014-11-19 17:21:23.996408
S36.6,Y,S00-T98,S30-S39,Injury of rectum,2014-11-19 17:21:23.996408
S36.9,Y,S00-T98,S30-S39,Injury of unspecified intra-abdominal organ,2014-11-19 17:21:23.996408
S37.5,Y,S00-T98,S30-S39,Injury of fallopian tube,2014-11-19 17:21:23.996408
S37.9,Y,S00-T98,S30-S39,Injury of unspecified pelvic organ,2014-11-19 17:21:23.996408
S38.,N,S00-T98,S30-S39,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
S38.1,Y,S00-T98,S30-S39,"Crushing injury of other and unspecified parts of abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
S39.8,Y,S00-T98,S30-S39,"Other specified injuries of abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
S40.9,Y,S00-T98,S40-S49,"Superficial injury of shoulder and upper arm, unspecified",2014-11-19 17:21:23.996408
S42.2,Y,S00-T98,S40-S49,Fracture of upper end of humerus,2014-11-19 17:21:23.996408
S42.7,Y,S00-T98,S40-S49,"Multiple fractures of clavicle, scapula and humerus",2014-11-19 17:21:23.996408
S43.3,Y,S00-T98,S40-S49,Dislocation of other and unspecified parts of shoulder girdle,2014-11-19 17:21:23.996408
S43.7,Y,S00-T98,S40-S49,Sprain and strain of other and unspecified parts of shoulder girdle,2014-11-19 17:21:23.996408
S44.5,Y,S00-T98,S40-S49,Injury of cutaneous sensory nerve at shoulder and upper arm level,2014-11-19 17:21:23.996408
S45.3,Y,S00-T98,S40-S49,Injury of superficial vein at shoulder and upper arm level,2014-11-19 17:21:23.996408
S46.0,Y,S00-T98,S40-S49,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder,2014-11-19 17:21:23.996408
S46.9,Y,S00-T98,S40-S49,Injury of unspecified muscle and tendon at shoulder and upper arm level,2014-11-19 17:21:23.996408
S49.8,Y,S00-T98,S40-S49,Other specified injuries of shoulder and upper arm,2014-11-19 17:21:23.996408
S50.8,Y,S00-T98,S50-S59,Other superficial injuries of forearm,2014-11-19 17:21:23.996408
S51.8,Y,S00-T98,S50-S59,Open wound of other parts of forearm,2014-11-19 17:21:23.996408
S52.0,Y,S00-T98,S50-S59,Fracture of upper end of ulna,2014-11-19 17:21:23.996408
S52.2,Y,S00-T98,S50-S59,Fracture of shaft of ulna,2014-11-19 17:21:23.996408
S52.6,Y,S00-T98,S50-S59,Fracture of lower end of both ulna and radius,2014-11-19 17:21:23.996408
S53.,N,S00-T98,S50-S59,"Dislocation, sprain and strain of joints and ligaments of elbow",2014-11-19 17:21:23.996408
S54.0,Y,S00-T98,S50-S59,Injury of ulnar nerve at forearm level,2014-11-19 17:21:23.996408
S54.8,Y,S00-T98,S50-S59,Injury of other nerves at forearm level,2014-11-19 17:21:23.996408
S55.7,Y,S00-T98,S50-S59,Injury of multiple blood vessels at forearm level,2014-11-19 17:21:23.996408
S56.0,Y,S00-T98,S50-S59,Injury of flexor muscle and tendon of thumb at forearm level,2014-11-19 17:21:23.996408
S56.8,Y,S00-T98,S50-S59,Injury of other and unspecified muscles and tendons at forearm level,2014-11-19 17:21:23.996408
S58.1,Y,S00-T98,S50-S59,Traumatic amputation at level between elbow and wrist,2014-11-19 17:21:23.996408
S60.,N,S00-T98,S60-S69,Superficial injury of wrist and hand,2014-11-19 17:21:23.996408
S60.7,Y,S00-T98,S60-S69,Multiple superficial injuries of wrist and hand,2014-11-19 17:21:23.996408
S61.7,Y,S00-T98,S60-S69,Multiple open wounds of wrist and hand,2014-11-19 17:21:23.996408
S62.1,Y,S00-T98,S60-S69,Fracture of other carpal bone(s),2014-11-19 17:21:23.996408
S62.7,Y,S00-T98,S60-S69,Multiple fractures of fingers,2014-11-19 17:21:23.996408
S63.,N,S00-T98,S60-S69,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",2014-11-19 17:21:23.996408
S63.7,Y,S00-T98,S60-S69,Sprain and strain of other and unspecified parts of hand,2014-11-19 17:21:23.996408
S64.7,Y,S00-T98,S60-S69,Injury of multiple nerves at wrist and hand level,2014-11-19 17:21:23.996408
S64.8,Y,S00-T98,S60-S69,Injury of other nerves at wrist and hand level,2014-11-19 17:21:23.996408
S65.3,Y,S00-T98,S60-S69,Injury of deep palmar arch,2014-11-19 17:21:23.996408
S65.7,Y,S00-T98,S60-S69,Injury of multiple blood vessels at wrist and hand level,2014-11-19 17:21:23.996408
S66.2,Y,S00-T98,S60-S69,Injury of extensor muscle and tendon of thumb at wrist and hand level,2014-11-19 17:21:23.996408
S66.9,Y,S00-T98,S60-S69,Injury of unspecified muscle and tendon at wrist and hand level,2014-11-19 17:21:23.996408
S68.1,Y,S00-T98,S60-S69,Traumatic amputation of other single finger (complete)(partial),2014-11-19 17:21:23.996408
S69.8,Y,S00-T98,S60-S69,Other specified injuries of wrist and hand,2014-11-19 17:21:23.996408
S70.7,Y,S00-T98,S70-S79,Multiple superficial injuries of hip and thigh,2014-11-19 17:21:23.996408
S71.7,Y,S00-T98,S70-S79,Multiple open wounds of hip and thigh,2014-11-19 17:21:23.996408
S72.2,Y,S00-T98,S70-S79,Subtrochanteric fracture,2014-11-19 17:21:23.996408
S72.8,Y,S00-T98,S70-S79,Fractures of other parts of femur,2014-11-19 17:21:23.996408
S74.,N,S00-T98,S70-S79,Injury of nerves at hip and thigh level,2014-11-19 17:21:23.996408
S74.7,Y,S00-T98,S70-S79,Injury of multiple nerves at hip and thigh level,2014-11-19 17:21:23.996408
S75.2,Y,S00-T98,S70-S79,Injury of greater saphenous vein at hip and thigh level,2014-11-19 17:21:23.996408
S76.2,Y,S00-T98,S70-S79,Injury of adductor muscle and tendon of thigh,2014-11-19 17:21:23.996408
S77.1,Y,S00-T98,S70-S79,Crushing injury of thigh,2014-11-19 17:21:23.996408
S77.2,Y,S00-T98,S70-S79,Crushing injury of hip with thigh,2014-11-19 17:21:23.996408
S78.0,Y,S00-T98,S70-S79,Traumatic amputation at hip joint,2014-11-19 17:21:23.996408
S79.8,Y,S00-T98,S70-S79,Other specified injuries of hip and thigh,2014-11-19 17:21:23.996408
S80.1,Y,S00-T98,S80-S89,Contusion of other and unspecified parts of lower leg,2014-11-19 17:21:23.996408
S81.8,Y,S00-T98,S80-S89,Open wound of other parts of lower leg,2014-11-19 17:21:23.996408
S82.2,Y,S00-T98,S80-S89,Fracture of shaft of tibia,2014-11-19 17:21:23.996408
S82.7,Y,S00-T98,S80-S89,Multiple fractures of lower leg,2014-11-19 17:21:23.996408
S83.,N,S00-T98,S80-S89,"Dislocation, sprain and strain of joints and ligaments of knee",2014-11-19 17:21:23.996408
S83.4,Y,S00-T98,S80-S89,Sprain and strain involving (fibular)(tibial) collateral ligament of knee,2014-11-19 17:21:23.996408
S84.8,Y,S00-T98,S80-S89,Injury of other nerves at lower leg level,2014-11-19 17:21:23.996408
S85.3,Y,S00-T98,S80-S89,Injury of greater saphenous vein at lower leg level,2014-11-19 17:21:23.996408
S85.9,Y,S00-T98,S80-S89,Injury of unspecified blood vessel at lower leg level,2014-11-19 17:21:23.996408
S86.2,Y,S00-T98,S80-S89,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level,2014-11-19 17:21:23.996408
S88.0,Y,S00-T98,S80-S89,Traumatic amputation at knee level,2014-11-19 17:21:23.996408
S89.8,Y,S00-T98,S80-S89,Other specified injuries of lower leg,2014-11-19 17:21:23.996408
S90.2,Y,S00-T98,S90-S99,Contusion of toe(s) with damage to nail,2014-11-19 17:21:23.996408
S91.0,Y,S00-T98,S90-S99,Open wound of ankle,2014-11-19 17:21:23.996408
S91.7,Y,S00-T98,S90-S99,Multiple open wounds of ankle and foot,2014-11-19 17:21:23.996408
S92.2,Y,S00-T98,S90-S99,Fracture of other tarsal bone(s),2014-11-19 17:21:23.996408
S92.7,Y,S00-T98,S90-S99,Multiple fractures of foot,2014-11-19 17:21:23.996408
S93.,N,S00-T98,S90-S99,"Dislocation, sprain and strain of joints and ligaments at ankle and foot level",2014-11-19 17:21:23.996408
S94.1,Y,S00-T98,S90-S99,Injury of medial plantar nerve,2014-11-19 17:21:23.996408
S94.7,Y,S00-T98,S90-S99,Injury of multiple nerves at ankle and foot level,2014-11-19 17:21:23.996408
S95.7,Y,S00-T98,S90-S99,Injury of multiple blood vessels at ankle and foot level,2014-11-19 17:21:23.996408
S96.0,Y,S00-T98,S90-S99,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level,2014-11-19 17:21:23.996408
S97.8,Y,S00-T98,S90-S99,Crushing injury of other parts of ankle and foot,2014-11-19 17:21:23.996408
S98.4,Y,S00-T98,S90-S99,"Traumatic amputation of foot, level unspecified",2014-11-19 17:21:23.996408
T00.,N,S00-T98,T00-T07,Superficial injuries involving multiple body regions,2014-11-19 17:21:23.996408
T00.6,Y,S00-T98,T00-T07,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),2014-11-19 17:21:23.996408
T01.6,Y,S00-T98,T00-T07,Open wounds involving multiple regions of upper limb(s) with lower limb(s),2014-11-19 17:21:23.996408
T02.3,Y,S00-T98,T00-T07,Fractures involving multiple regions of one lower limb,2014-11-19 17:21:23.996408
T03.,N,S00-T98,T00-T07,"Dislocations, sprains and strains involving multiple body regions",2014-11-19 17:21:23.996408
T03.3,Y,S00-T98,T00-T07,"Dislocations, sprains and strains involving multiple regions of lower limb(s)",2014-11-19 17:21:23.996408
T03.8,Y,S00-T98,T00-T07,"Dislocations, sprains and strains involving other combinations of body regions",2014-11-19 17:21:23.996408
T04.1,Y,S00-T98,T00-T07,"Crushing injuries involving thorax with abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
T05.,N,S00-T98,T00-T07,Traumatic amputations involving multiple body regions,2014-11-19 17:21:23.996408
T05.4,Y,S00-T98,T00-T07,"Traumatic amputation of one foot and other leg [any level, except foot]",2014-11-19 17:21:23.996408
T06.0,Y,S00-T98,T00-T07,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,2014-11-19 17:21:23.996408
T09.0,Y,S00-T98,T08-T14,"Superficial injury of trunk, level unspecified",2014-11-19 17:21:23.996408
T09.4,Y,S00-T98,T08-T14,"Injury of unspecified nerve, spinal nerve root and plexus of trunk",2014-11-19 17:21:23.996408
T11.1,Y,S00-T98,T08-T14,"Open wound of upper limb, level unspecified",2014-11-19 17:21:23.996408
T11.5,Y,S00-T98,T08-T14,"Injury of unspecified muscle and tendon of upper limb, level unspecified",2014-11-19 17:21:23.996408
T13.2,Y,S00-T98,T08-T14,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified",2014-11-19 17:21:23.996408
T14.1,Y,S00-T98,T08-T14,Open wound of unspecified body region,2014-11-19 17:21:23.996408
T14.5,Y,S00-T98,T08-T14,Injury of blood vessel(s) of unspecified body region,2014-11-19 17:21:23.996408
T15.1,Y,S00-T98,T15-T19,Foreign body in conjunctival sac,2014-11-19 17:21:23.996408
T17.,N,S00-T98,T15-T19,Foreign body in respiratory tract,2014-11-19 17:21:23.996408
T17.2,Y,S00-T98,T15-T19,Foreign body in pharynx,2014-11-19 17:21:23.996408
T17.8,Y,S00-T98,T15-T19,Foreign body in other and multiple parts of respiratory tract,2014-11-19 17:21:23.996408
T18.3,Y,S00-T98,T15-T19,Foreign body in small intestine,2014-11-19 17:21:23.996408
T18.8,Y,S00-T98,T15-T19,Foreign body in other and multiple parts of alimentary tract,2014-11-19 17:21:23.996408
T19.8,Y,S00-T98,T15-T19,Foreign body in other and multiple parts of genitourinary tract,2014-11-19 17:21:23.996408
T20.4,Y,S00-T98,T20-T25,Corrosion of unspecified degree of head and neck,2014-11-19 17:21:23.996408
T21.1,Y,S00-T98,T20-T25,Burn of first degree of trunk,2014-11-19 17:21:23.996408
T21.5,Y,S00-T98,T20-T25,Corrosion of first degree of trunk,2014-11-19 17:21:23.996408
T22.0,Y,S00-T98,T20-T25,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand",2014-11-19 17:21:23.996408
T22.6,Y,S00-T98,T20-T25,"Corrosion of second degree of shoulder and upper limb, except wrist and hand",2014-11-19 17:21:23.996408
T23.6,Y,S00-T98,T20-T25,Corrosion of second degree of wrist and hand,2014-11-19 17:21:23.996408
T24.1,Y,S00-T98,T20-T25,"Burn of first degree of hip and lower limb, except ankle and foot",2014-11-19 17:21:23.996408
T25.0,Y,S00-T98,T20-T25,Burn of unspecified degree of ankle and foot,2014-11-19 17:21:23.996408
T25.5,Y,S00-T98,T20-T25,Corrosion of first degree of ankle and foot,2014-11-19 17:21:23.996408
T26.2,Y,S00-T98,T26-T28,Burn with resulting rupture and destruction of eyeball,2014-11-19 17:21:23.996408
T26.7,Y,S00-T98,T26-T28,Corrosion with resulting rupture and destruction of eyeball,2014-11-19 17:21:23.996408
T26.8,Y,S00-T98,T26-T28,Corrosion of other parts of eye and adnexa,2014-11-19 17:21:23.996408
T27.1,Y,S00-T98,T26-T28,Burn involving larynx and trachea with lung,2014-11-19 17:21:23.996408
T27.6,Y,S00-T98,T26-T28,Corrosion of other parts of respiratory tract,2014-11-19 17:21:23.996408
T28.3,Y,S00-T98,T26-T28,Burn of internal genitourinary organs,2014-11-19 17:21:23.996408
T28.8,Y,S00-T98,T26-T28,Corrosion of internal genitourinary organs,2014-11-19 17:21:23.996408
T29.1,Y,S00-T98,T29-T32,"Burns of multiple regions, no more than first-degree burns mentioned",2014-11-19 17:21:23.996408
T29.7,Y,S00-T98,T29-T32,"Corrosions of multiple regions, at least one corrosion of third degree mentioned",2014-11-19 17:21:23.996408
T30.7,Y,S00-T98,T29-T32,"Corrosion of third degree, body region unspecified",2014-11-19 17:21:23.996408
T31.4,Y,S00-T98,T29-T32,Burns involving 40-49% of body surface,2014-11-19 17:21:23.996408
T31.9,Y,S00-T98,T29-T32,Burns involving 90% or more of body surface,2014-11-19 17:21:23.996408
T32.3,Y,S00-T98,T29-T32,Corrosions involving 30-39% of body surface,2014-11-19 17:21:23.996408
T32.9,Y,S00-T98,T29-T32,Corrosions involving 90% or more of body surface,2014-11-19 17:21:23.996408
T33.3,Y,S00-T98,T33-T35,"Superficial frostbite of abdominal wall, lower back and pelvis",2014-11-19 17:21:23.996408
T33.9,Y,S00-T98,T33-T35,Superficial frostbite of other and unspecified sites,2014-11-19 17:21:23.996408
T34.3,Y,S00-T98,T33-T35,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",2014-11-19 17:21:23.996408
T35.,N,S00-T98,T33-T35,Frostbite involving multiple body regions and unspecified frostbite,2014-11-19 17:21:23.996408
T35.2,Y,S00-T98,T33-T35,Unspecified frostbite of head and neck,2014-11-19 17:21:23.996408
T35.3,Y,S00-T98,T33-T35,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",2014-11-19 17:21:23.996408
T36.1,Y,S00-T98,T36-T50,Poisoning: Cefalosporins and other beta-lactam antibiotics,2014-11-19 17:21:23.996408
T36.7,Y,S00-T98,T36-T50,"Poisoning: Antifungal antibiotics, systemically used",2014-11-19 17:21:23.996408
T37.1,Y,S00-T98,T36-T50,Poisoning: Antimycobacterial drugs,2014-11-19 17:21:23.996408
T37.8,Y,S00-T98,T36-T50,Poisoning: Other specified systemic anti-infectives and antiparasitics,2014-11-19 17:21:23.996408
T38.3,Y,S00-T98,T36-T50,Poisoning: Insulin and oral hypoglycaemic [antidiabetic] drugs,2014-11-19 17:21:23.996408
T38.8,Y,S00-T98,T36-T50,Poisoning: Other and unspecified hormones and their synthetic substitutes,2014-11-19 17:21:23.996408
T39.8,Y,S00-T98,T36-T50,"Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified",2014-11-19 17:21:23.996408
T40.6,Y,S00-T98,T36-T50,Poisoning: Other and unspecified narcotics,2014-11-19 17:21:23.996408
T40.9,Y,S00-T98,T36-T50,Poisoning: Other and unspecified psychodysleptics [hallucinogens],2014-11-19 17:21:23.996408
T42.,N,S00-T98,T36-T50,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs",2014-11-19 17:21:23.996408
T42.5,Y,S00-T98,T36-T50,"Poisoning: Mixed antiepileptics, not elsewhere classified",2014-11-19 17:21:23.996408
T43.2,Y,S00-T98,T36-T50,Poisoning: Other and unspecified antidepressants,2014-11-19 17:21:23.996408
T43.8,Y,S00-T98,T36-T50,"Poisoning: Other psychotropic drugs, not elsewhere classified",2014-11-19 17:21:23.996408
T44.3,Y,S00-T98,T36-T50,"Poisoning: Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",2014-11-19 17:21:23.996408
T44.8,Y,S00-T98,T36-T50,"Poisoning: Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",2014-11-19 17:21:23.996408
T45.6,Y,S00-T98,T36-T50,Poisoning: Fibrinolysis-affecting drugs,2014-11-19 17:21:23.996408
T46.,N,S00-T98,T36-T50,Poisoning by agents primarily affecting the cardiovascular system,2014-11-19 17:21:23.996408
T46.5,Y,S00-T98,T36-T50,"Poisoning: Other antihypertensive drugs, not elsewhere classified",2014-11-19 17:21:23.996408
T47.1,Y,S00-T98,T36-T50,Poisoning: Other antacids and anti-gastric-secretion drugs,2014-11-19 17:21:23.996408
T47.8,Y,S00-T98,T36-T50,Poisoning: Other agents primarily affecting the gastrointestinal system,2014-11-19 17:21:23.996408
T48.5,Y,S00-T98,T36-T50,Poisoning: Anti-common-cold drugs,2014-11-19 17:21:23.996408
T48.7,Y,S00-T98,T36-T50,Poisoning: Other and unspecified agents primarily acting on the respiratory system,2014-11-19 17:21:23.996408
T49.7,Y,S00-T98,T36-T50,"Poisoning: Dental drugs, topically applied",2014-11-19 17:21:23.996408
T50.,N,S00-T98,T36-T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",2014-11-19 17:21:23.996408
T50.9,Y,S00-T98,T36-T50,"Poisoning: Other and unspecified drugs, medicaments and biological substances",2014-11-19 17:21:23.996408
T52.,N,S00-T98,T51-T65,Toxic effect of organic solvents,2014-11-19 17:21:23.996408
T52.2,Y,S00-T98,T51-T65,Toxic effect: Homologues of benzene,2014-11-19 17:21:23.996408
T52.8,Y,S00-T98,T51-T65,Toxic effect: Other organic solvents,2014-11-19 17:21:23.996408
T53.,N,S00-T98,T51-T65,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,2014-11-19 17:21:23.996408
T53.6,Y,S00-T98,T51-T65,Toxic effect: Other halogen derivatives of aliphatic hydrocarbons,2014-11-19 17:21:23.996408
T54.3,Y,S00-T98,T51-T65,Toxic effect: Corrosive alkalis and alkali-like substances,2014-11-19 17:21:23.996408
T56.4,Y,S00-T98,T51-T65,Toxic effect: Copper and its compounds,2014-11-19 17:21:23.996408
T56.9,Y,S00-T98,T51-T65,"Toxic effect: Metal, unspecified",2014-11-19 17:21:23.996408
T57.2,Y,S00-T98,T51-T65,Toxic effect: Manganese and its compounds,2014-11-19 17:21:23.996408
T59.1,Y,S00-T98,T51-T65,Toxic effect: Sulfur dioxide,2014-11-19 17:21:23.996408
